Frame,Visibility,X,Y
495,1,1412,840
496,1,1421,884
497,1,1427,926
498,1,1435,940
499,1,1440,945
500,1,1451,948
501,1,1451,952
502,1,1455,960
503,1,1462,966
504,1,1477,986
505,1,1481,997
506,1,1487,1008
507,1,1487,1012
508,1,1492,1016
509,1,1500,1023
510,1,1502,1031
511,1,1511,1038
512,1,1515,1045
513,1,1517,1045
514,1,1522,1050
515,1,1525,1057
516,1,1532,1061
517,1,1537,1065
518,1,1537,1065
519,1,1541,1068
520,1,1545,1068
521,1,1523,1051
522,1,1508,1030
523,1,1466,992
524,1,1457,945
525,1,1308,885
526,1,1282,789
527,1,1266,714
528,1,1232,637
529,1,1167,535
530,1,914,268
531,1,914,268
532,1,914,268
533,1,914,268
534,1,914,268
535,1,914,268
536,1,914,268
537,1,914,268
538,1,914,268
539,1,914,268
540,1,914,268
541,1,914,268
542,1,914,268
543,1,914,268
544,1,914,268
545,1,914,268
546,1,904,319
547,1,888,335
548,1,872,363
549,1,874,367
550,1,871,380
551,1,869,405
552,1,846,420
553,1,837,430
554,1,822,442
555,1,813,452
556,1,802,468
557,1,802,468
558,1,787,486
559,1,780,506
560,1,768,525
561,1,761,535
562,1,742,509
563,1,742,509
564,1,742,480
565,1,735,465
566,1,723,449
567,1,720,435
568,1,716,426
569,1,711,426
570,1,711,423
571,1,708,415
572,1,705,411
573,1,701,411
574,1,697,411
575,1,697,411
576,1,697,415
577,1,693,423
578,1,693,431
579,1,690,442
580,1,690,449
581,1,690,452
582,1,690,465
583,1,693,483
584,1,693,497
585,1,693,513
586,1,693,525
587,1,690,528
588,1,690,543
589,1,690,561
590,1,690,581
591,1,686,600
592,1,686,618
593,1,686,618
594,1,682,640
595,1,686,659
596,1,682,666
597,1,678,666
598,1,678,662
599,1,675,662
600,1,667,659
601,1,656,662
602,1,652,666
603,1,648,670
604,1,648,666
605,1,645,666
606,1,645,666
607,1,645,666
608,1,648,670
609,1,646,670
610,1,649,666
611,1,646,665
612,1,652,659
613,1,653,648
614,1,651,666
615,1,665,664
616,1,659,661
617,1,660,662
618,1,660,662
619,1,663,666
620,1,663,666
621,1,663,662
622,1,663,659
623,1,664,652
624,1,674,633
625,1,681,610
626,1,707,571
627,1,737,524
628,1,759,495
629,1,799,426
630,1,855,407
631,1,887,354
632,1,914,268
633,1,914,268
634,1,914,268
635,1,914,268
636,1,914,268
637,1,914,268
638,1,914,268
639,1,914,268
640,1,914,268
641,1,914,268
642,1,914,268
643,1,914,268
644,1,914,268
645,1,914,268
646,1,914,268
647,1,959,316
648,1,979,340
649,1,989,373
650,1,1010,387
651,1,1009,397
652,1,1023,413
653,1,1039,424
654,1,1049,432
655,1,1056,439
656,1,1065,449
657,1,1068,457
658,1,1072,468
659,1,1072,472
660,1,1072,486
661,1,1075,502
662,1,1080,521
663,1,1082,540
664,1,1083,554
665,1,1083,560
666,1,1071,562
667,1,1080,574
668,1,1089,560
669,1,1063,542
670,1,1034,499
671,1,1008,453
672,1,982,411
673,1,960,371
674,1,945,337
675,1,930,311
676,1,918,288
677,1,915,288
678,1,907,270
679,1,896,254
680,1,885,247
681,1,877,236
682,1,873,231
683,1,870,231
684,1,866,228
685,1,858,224
686,1,855,228
687,1,851,228
688,1,847,231
689,1,847,231
690,1,843,240
691,1,840,247
692,1,836,254
693,1,832,262
694,1,849,279
695,1,889,312
696,1,933,352
697,1,970,393
698,1,1005,426
699,1,1035,457
700,1,1061,486
701,1,1061,486
702,1,1087,517
703,1,1110,543
704,1,1127,573
705,1,1147,600
706,1,1162,630
707,1,1162,630
708,1,1172,581
709,1,1192,517
710,1,1206,457
711,1,1215,408
712,1,1222,374
713,1,1222,374
714,1,1230,345
715,1,1237,326
716,1,1241,307
717,1,1245,300
718,1,1247,288
719,1,1252,288
720,1,1255,280
721,1,1260,276
722,1,1262,276
723,1,1262,276
724,1,1267,276
725,1,1267,280
726,1,1271,280
727,1,1275,285
728,1,1275,285
729,1,1275,280
730,1,1277,285
731,1,1277,285
732,1,1282,291
733,1,1286,300
734,1,1290,307
735,1,1290,315
736,1,1290,329
737,1,1290,329
738,1,1292,345
739,1,1297,360
740,1,1297,378
741,1,1297,397
742,1,1300,420
743,1,1300,420
744,1,1305,437
745,1,1305,465
746,1,1305,486
747,1,1305,506
748,1,1305,540
749,1,1305,540
750,1,1305,566
751,1,1307,596
752,1,1307,625
753,1,1307,656
754,1,1307,681
755,1,1307,681
756,1,1247,535
757,1,1200,426
758,1,1162,348
759,1,1132,285
760,1,1110,231
761,1,1110,231
762,1,1087,187
763,1,1068,150
764,1,1050,115
765,1,1035,90
766,1,1022,71
767,1,1022,66
768,1,1012,48
769,1,997,33
770,1,990,21
771,1,977,10
772,1,970,6
773,1,970,6
774,1,962,3
775,0,0,0
776,0,0,0
777,0,0,0
778,0,0,0
779,0,0,0
780,1,930,6
781,1,922,6
782,1,918,15
783,1,915,25
784,1,911,37
785,1,911,37
786,1,907,48
787,1,903,63
788,1,900,78
789,1,900,96
790,1,896,111
791,1,896,111
792,1,892,131
793,1,892,150
794,1,892,172
795,1,892,191
796,1,888,210
797,1,892,210
798,1,933,187
799,1,970,172
800,1,997,156
801,1,1020,150
802,1,1042,142
803,1,1042,142
804,1,1061,142
805,1,1080,142
806,1,1095,142
807,1,1110,145
808,1,1120,150
809,1,1120,150
810,1,1132,156
811,1,1147,168
812,1,1157,180
813,1,1170,194
814,1,1177,210
815,1,1177,210
816,1,1188,224
817,1,1195,247
818,1,1203,270
819,1,1211,291
820,1,1217,315
821,1,1217,317
822,1,1225,345
823,1,1232,374
824,1,1237,405
825,1,1245,435
826,1,1207,447
827,1,1144,449
828,1,1062,421
829,1,986,409
830,1,933,400
831,1,892,397
832,1,858,397
833,1,858,397
834,1,828,397
835,1,802,400
836,1,783,405
837,1,765,411
838,1,753,420
839,1,750,420
840,1,735,426
841,1,723,437
842,1,711,449
843,1,708,457
844,1,697,472
845,1,697,472
846,1,686,486
847,1,682,502
848,1,675,517
849,1,671,532
850,1,663,546
851,1,663,546
852,1,663,546
853,1,656,540
854,1,652,532
855,1,652,528
856,1,648,528
857,1,645,528
858,1,645,532
859,1,641,535
860,1,637,540
861,1,637,540
862,1,633,540
863,1,633,540
864,1,633,540
865,1,633,540
866,1,633,543
867,1,633,543
868,1,633,543
869,1,630,543
870,1,630,543
871,1,630,543
872,1,630,543
873,1,630,543
874,1,630,546
875,1,630,546
876,1,630,546
877,1,630,546
878,1,630,546
879,1,630,546
880,1,630,546
881,1,630,546
882,1,630,546
883,1,630,543
884,1,630,546
885,1,630,546
886,1,632,540
887,1,658,542
888,1,674,551
889,1,726,546
890,1,784,562
891,1,860,590
892,1,909,590
893,1,927,590
894,1,938,583
895,1,941,565
896,1,930,546
897,1,922,517
898,1,922,497
899,1,922,495
900,1,922,476
901,1,918,465
902,1,915,449
903,1,915,442
904,1,915,435
905,1,911,435
906,1,911,426
907,1,911,426
908,1,911,426
909,1,911,431
910,1,911,435
911,1,911,435
912,1,911,442
913,1,911,449
914,1,911,457
915,1,915,468
916,1,925,462
917,1,941,442
918,1,962,423
919,1,977,411
920,1,990,405
921,1,1007,397
922,1,1022,393
923,1,1022,393
924,1,1042,389
925,1,1057,386
926,1,1072,386
927,1,1087,386
928,1,1102,393
929,1,1102,393
930,1,1117,400
931,1,1132,411
932,1,1142,423
933,1,1157,435
934,1,1170,449
935,1,1170,449
936,1,1185,468
937,1,1195,486
938,1,1206,509
939,1,1217,532
940,1,1230,555
941,1,1230,555
942,1,1241,581
943,1,1247,603
944,1,1260,592
945,1,1262,546
946,1,1262,517
947,1,1262,513
948,1,1267,486
949,1,1267,468
950,1,1271,457
951,1,1275,437
952,1,1275,426
953,1,1275,423
954,1,1275,411
955,1,1275,400
956,1,1277,397
957,1,1277,397
958,1,1282,397
959,1,1282,397
960,1,1282,400
961,1,1282,405
962,1,1286,411
963,1,1290,423
964,1,1290,435
965,1,1290,435
966,1,1290,446
967,1,1292,460
968,1,1297,476
969,1,1297,495
970,1,1297,509
971,1,1297,513
972,1,1297,525
973,1,1298,360
974,1,1299,233
975,1,1297,127
976,1,1300,60
977,1,1300,60
978,1,1305,3
979,0,0,0
980,0,0,0
981,0,0,0
982,0,0,0
983,0,0,0
984,0,0,0
985,0,0,0
986,0,0,0
987,0,0,0
988,0,0,0
989,0,0,0
990,0,0,0
991,0,0,0
992,0,0,0
993,0,0,0
994,0,0,0
995,0,0,0
996,0,0,0
997,0,0,0
998,0,0,0
999,0,0,0
1000,0,0,0
1001,0,0,0
1002,0,0,0
1003,0,0,0
1004,0,0,0
1005,0,0,0
1006,0,0,0
1007,0,0,0
1008,0,0,0
1009,0,0,0
1010,0,0,0
1011,0,0,0
1012,0,0,0
1013,0,0,0
1014,0,0,0
1015,0,0,0
1016,0,0,0
1017,0,0,0
1018,0,0,0
1019,0,0,0
1020,1,1297,6
1021,1,1292,37
1022,1,1292,78
1023,1,1290,123
1024,1,1290,164
1025,1,1290,164
1026,1,1290,205
1027,1,1286,251
1028,1,1286,296
1029,1,1286,333
1030,1,1286,382
1031,1,1286,382
1032,1,1188,413
1033,1,1081,427
1034,1,960,446
1035,1,918,449
1036,1,892,457
1037,1,892,460
1038,1,862,468
1039,1,843,480
1040,1,825,486
1041,1,813,497
1042,1,802,509
1043,1,798,509
1044,1,787,521
1045,1,780,525
1046,1,772,517
1047,1,765,509
1048,1,757,506
1049,1,750,499
1050,1,749,492
1051,1,759,473
1052,1,775,451
1053,1,796,442
1054,1,822,408
1055,1,847,366
1056,1,876,332
1057,1,891,299
1058,1,914,268
1059,1,914,268
1060,1,914,268
1061,1,868,303
1062,1,807,324
1063,1,766,355
1064,1,745,412
1065,1,721,436
1066,1,712,453
1067,1,690,466
1068,1,680,477
1069,1,670,476
1070,1,667,476
1071,1,671,476
1072,1,667,472
1073,1,667,472
1074,1,667,472
1075,1,667,472
1076,1,667,468
1077,1,667,468
1078,1,671,468
1079,1,671,468
1080,1,671,468
1081,1,675,468
1082,1,675,468
1083,1,678,468
1084,1,678,468
1085,1,682,468
1086,1,682,468
1087,1,682,468
1088,1,682,468
1089,1,682,472
1090,1,682,472
1091,1,682,472
1092,1,682,472
1093,1,686,462
1094,1,690,457
1095,1,702,443
1096,1,723,427
1097,1,736,417
1098,1,771,387
1099,1,814,354
1100,1,864,324
1101,1,893,294
1102,1,914,268
1103,1,914,268
1104,1,914,268
1105,1,914,268
1106,1,914,268
1107,1,914,268
1108,1,914,268
1109,1,914,268
1110,1,914,268
1111,1,914,268
1112,1,914,268
1113,1,914,268
1114,1,914,268
1115,1,914,268
1116,1,914,268
1117,1,914,268
1118,1,926,372
1119,1,935,422
1120,1,930,457
1121,1,914,535
1122,1,905,575
1123,1,900,590
1124,1,906,612
1125,1,912,641
1126,1,912,655
1127,1,915,662
1128,1,921,663
1129,1,923,664
1130,1,919,653
1131,1,908,636
1132,1,911,604
1133,1,922,584
1134,1,924,555
1135,1,943,534
1136,1,960,517
1137,1,982,502
1138,1,997,480
1139,1,1012,465
1140,1,1012,465
1141,1,1022,452
1142,1,1035,446
1143,1,1042,442
1144,1,1053,435
1145,1,1065,431
1146,1,1065,431
1147,1,1075,435
1148,1,1083,432
1149,1,1081,430
1150,1,1095,440
1151,1,1114,447
1152,1,1113,456
1153,1,1120,442
1154,1,1107,413
1155,1,1111,404
1156,1,1112,397
1157,1,1113,395
1158,1,1120,400
1159,1,1132,405
1160,1,1135,408
1161,1,1135,411
1162,1,1135,423
1163,1,1140,426
1164,1,1140,431
1165,1,1140,437
1166,1,1140,449
1167,1,1140,468
1168,1,1142,486
1169,1,1142,502
1170,1,1142,502
1171,1,1140,521
1172,1,1140,543
1173,1,1140,566
1174,1,1140,587
1175,1,1110,452
1176,1,1096,399
1177,1,1087,351
1178,1,1072,285
1179,1,1057,202
1180,1,1042,142
1181,1,1031,93
1182,1,1031,93
1183,1,1020,48
1184,1,1012,15
1185,0,0,0
1186,0,0,0
1187,0,0,0
1188,0,0,0
1189,0,0,0
1190,0,0,0
1191,0,0,0
1192,0,0,0
1193,0,0,0
1194,0,0,0
1195,0,0,0
1196,0,0,0
1197,0,0,0
1198,0,0,0
1199,0,0,0
1200,0,0,0
1201,0,0,0
1202,0,0,0
1203,0,0,0
1204,0,0,0
1205,0,0,0
1206,0,0,0
1207,0,0,0
1208,0,0,0
1209,0,0,0
1210,0,0,0
1211,0,0,0
1212,0,0,0
1213,0,0,0
1214,0,0,0
1215,1,918,6
1216,1,918,30
1217,1,918,51
1218,1,918,51
1219,1,918,75
1220,1,918,101
1221,1,918,123
1222,1,918,145
1223,1,939,196
1224,1,974,269
1225,1,1031,351
1226,1,1065,411
1227,1,1095,468
1228,1,1120,517
1229,1,1140,561
1230,1,1142,561
1231,1,1162,607
1232,1,1181,648
1233,1,1200,690
1234,1,1215,735
1235,1,1230,775
1236,1,1230,772
1237,1,1245,810
1238,1,1247,738
1239,1,1252,681
1240,1,1245,625
1241,1,1241,585
1242,1,1241,585
1243,1,1241,551
1244,1,1241,525
1245,1,1241,497
1246,1,1241,480
1247,1,1241,468
1248,1,1237,465
1249,1,1241,452
1250,1,1237,442
1251,1,1237,435
1252,1,1237,431
1253,1,1237,431
1254,1,1237,431
1255,1,1237,431
1256,1,1237,431
1257,1,1237,435
1258,1,1241,442
1259,1,1241,449
1260,1,1241,449
1261,1,1241,460
1262,1,1241,472
1263,1,1241,483
1264,1,1245,497
1265,1,1245,513
1266,1,1245,513
1267,1,1245,528
1268,1,1252,502
1269,1,1255,480
1270,1,1255,460
1271,1,1260,442
1272,1,1260,437
1273,1,1260,423
1274,1,1262,415
1275,1,1260,408
1276,1,1260,405
1277,1,1255,405
1278,1,1255,400
1279,1,1255,400
1280,1,1252,400
1281,1,1255,405
1282,1,1255,408
1283,1,1255,415
1284,1,1255,415
1285,1,1255,423
1286,1,1255,435
1287,1,1255,449
1288,1,1255,465
1289,1,1252,483
1290,1,1252,486
1291,1,1252,502
1292,1,1252,525
1293,1,1247,543
1294,1,1188,465
1295,1,1142,386
1296,1,1142,386
1297,1,1102,326
1298,1,1072,285
1299,1,1042,240
1300,1,1012,205
1301,1,992,180
1302,1,990,180
1303,1,970,156
1304,1,952,138
1305,1,937,120
1306,1,922,108
1307,1,911,101
1308,1,907,96
1309,1,896,90
1310,1,881,86
1311,1,873,82
1312,1,862,82
1313,1,855,82
1314,1,851,82
1315,1,843,86
1316,1,832,90
1317,1,825,96
1318,1,821,105
1319,1,813,111
1320,1,813,111
1321,1,810,123
1322,1,802,138
1323,1,795,150
1324,1,795,164
1325,1,787,180
1326,1,787,182
1327,1,783,198
1328,1,780,217
1329,1,780,236
1330,1,776,254
1331,1,813,276
1332,1,862,301
1333,1,922,322
1334,1,967,345
1335,1,1005,367
1336,1,1042,386
1337,1,1072,405
1338,1,1072,408
1339,1,1102,426
1340,1,1127,449
1341,1,1155,472
1342,1,1177,495
1343,1,1200,517
1344,1,1200,517
1345,1,1222,543
1346,1,1241,570
1347,1,1260,600
1348,1,1277,630
1349,1,1292,656
1350,1,1292,656
1351,1,1307,685
1352,1,1312,652
1353,1,1300,600
1354,1,1290,566
1355,1,1290,543
1356,1,1292,540
1357,1,1292,521
1358,1,1290,506
1359,1,1290,495
1360,1,1286,486
1361,1,1286,480
1362,1,1282,480
1363,1,1282,472
1364,1,1282,472
1365,1,1282,472
1366,1,1282,476
1367,1,1282,480
1368,1,1282,480
1369,1,1282,486
1370,1,1282,495
1371,1,1282,495
1372,1,1282,497
1373,1,1282,502
1374,1,1282,502
1375,1,1282,509
1376,1,1286,521
1377,1,1286,532
1378,1,1290,546
1379,1,1290,561
1380,1,1290,566
1381,1,1290,581
1382,1,1290,600
1383,1,1290,622
1384,1,1286,644
1385,1,1290,666
1386,1,1290,666
1387,1,1286,670
1388,1,1286,662
1389,1,1286,659
1390,1,1282,659
1391,1,1282,659
1392,1,1282,659
1393,1,1282,662
1394,1,1282,666
1395,0,0,0
1396,0,0,0
1397,0,0,0
1398,0,0,0
1399,0,0,0
1400,0,0,0
1401,0,0,0
1402,0,0,0
1403,0,0,0
1404,0,0,0
1405,0,0,0
1406,0,0,0
1407,0,0,0
1408,0,0,0
1409,0,0,0
1410,0,0,0
1411,0,0,0
1412,0,0,0
1413,0,0,0
1414,0,0,0
1415,0,0,0
1416,0,0,0
1417,0,0,0
1418,0,0,0
1419,0,0,0
1420,0,0,0
1421,0,0,0
1422,0,0,0
1423,0,0,0
1424,0,0,0
1425,0,0,0
1426,0,0,0
1427,0,0,0
1428,0,0,0
1429,0,0,0
1430,0,0,0
1431,0,0,0
1432,0,0,0
1433,0,0,0
1434,0,0,0
1435,0,0,0
1436,0,0,0
1437,0,0,0
1438,0,0,0
1439,0,0,0
1440,0,0,0
1441,0,0,0
1442,0,0,0
1443,0,0,0
1444,0,0,0
1445,0,0,0
1446,0,0,0
1447,0,0,0
1448,0,0,0
1449,0,0,0
1450,0,0,0
1451,0,0,0
1452,0,0,0
1453,0,0,0
1454,0,0,0
1455,0,0,0
1456,0,0,0
1457,0,0,0
1458,0,0,0
1459,0,0,0
1460,0,0,0
1461,0,0,0
1462,0,0,0
1463,0,0,0
1464,0,0,0
1465,0,0,0
1466,0,0,0
1467,0,0,0
1468,0,0,0
1469,0,0,0
1470,0,0,0
1471,0,0,0
1472,0,0,0
1473,0,0,0
1474,0,0,0
1475,0,0,0
1476,0,0,0
1477,0,0,0
1478,0,0,0
1479,0,0,0
1480,0,0,0
1481,0,0,0
1482,0,0,0
1483,0,0,0
1484,0,0,0
1485,0,0,0
1486,0,0,0
1487,0,0,0
1488,0,0,0
1489,0,0,0
1490,0,0,0
1491,0,0,0
1492,0,0,0
1493,0,0,0
1494,0,0,0
1495,0,0,0
1496,0,0,0
1497,0,0,0
1498,0,0,0
1499,0,0,0
1500,0,0,0
1501,0,0,0
1502,0,0,0
1503,0,0,0
1504,0,0,0
1505,0,0,0
1506,0,0,0
1507,0,0,0
1508,0,0,0
1509,0,0,0
1510,0,0,0
1511,0,0,0
1512,0,0,0
1513,0,0,0
1514,0,0,0
1515,0,0,0
1516,0,0,0
1517,0,0,0
1518,0,0,0
1519,0,0,0
1520,0,0,0
1521,0,0,0
1522,0,0,0
1523,0,0,0
1524,0,0,0
1525,0,0,0
1526,0,0,0
1527,0,0,0
1528,0,0,0
1529,0,0,0
1530,0,0,0
1531,0,0,0
1532,0,0,0
1533,0,0,0
1534,0,0,0
1535,0,0,0
1536,0,0,0
1537,0,0,0
1538,0,0,0
1539,0,0,0
1540,0,0,0
1541,0,0,0
1542,0,0,0
1543,0,0,0
1544,0,0,0
1545,0,0,0
1546,0,0,0
1547,0,0,0
1548,0,0,0
1549,0,0,0
1550,0,0,0
1551,0,0,0
1552,0,0,0
1553,0,0,0
1554,0,0,0
1555,0,0,0
1556,0,0,0
1557,0,0,0
1558,0,0,0
1559,0,0,0
1560,0,0,0
1561,0,0,0
1562,0,0,0
1563,0,0,0
1564,0,0,0
1565,0,0,0
1566,0,0,0
1567,0,0,0
1568,0,0,0
1569,0,0,0
1570,0,0,0
1571,0,0,0
1572,0,0,0
1573,0,0,0
1574,0,0,0
1575,0,0,0
1576,0,0,0
1577,0,0,0
1578,0,0,0
1579,0,0,0
1580,0,0,0
1581,0,0,0
1582,0,0,0
1583,0,0,0
1584,0,0,0
1585,0,0,0
1586,0,0,0
1587,0,0,0
1588,0,0,0
1589,0,0,0
1590,0,0,0
1591,0,0,0
1592,0,0,0
1593,0,0,0
